action	old_id	new_id	scafold
add	augustus_masked-tig00000795-abinit-gene-14.40-mRNA-1	BFRA_007361ia	tig00000795
add	augustus_masked-tig00000795-abinit-gene-7.61-mRNA-1	BFRA_007142ia	tig00000795
add	augustus_masked-tig00000797-abinit-gene-10.68-mRNA-1	BFRA_010694ia	tig00000797
add	genemark-tig00000000-abinit-gene-2.28-mRNA-1	BFRA_006290ia	tig00000000
add	genemark-tig00000000-abinit-gene-20.17-mRNA-1	BFRA_006848ia	tig00000000
add	genemark-tig00000000-abinit-gene-20.18-mRNA-1	BFRA_006848ib	tig00000000
add	genemark-tig00000000-abinit-gene-5.24-mRNA-1	BFRA_006384ia	tig00000000
add	genemark-tig00000000-abinit-gene-8.8-mRNA-1	BFRA_006469ia	tig00000000
add	genemark-tig00000001-abinit-gene-25.4-mRNA-1	BFRA_000775ia	tig00000001
add	genemark-tig00000001-abinit-gene-9.23-mRNA-1	BFRA_000309ia	tig00000001
add	augustus_masked-tig00000001-abinit-gene-9.50-mRNA-1	BFRA_000309ib	tig00000001
add	genemark-tig00000012-abinit-gene-18.22-mRNA-1	BFRA_002784ia	tig00000012
add	genemark-tig00000012-abinit-gene-23.18-mRNA-1	BFRA_002944ia	tig00000012
add	genemark-tig00000050-abinit-gene-14.14-mRNA-1	BFRA_004442ia	tig00000050
add	genemark-tig00000050-abinit-gene-2.2-mRNA-1	BFRA_004088ia	tig00000050
add	genemark-tig00000050-abinit-gene-25.35-mRNA-1	BFRA_004783ia	tig00000050
add	genemark-tig00000054-abinit-gene-5.20-mRNA-1	BFRA_004922ia	tig00000054
add	genemark-tig00000061-abinit-gene-4.17-mRNA-1	BFRA_008253ia	tig00000061
add	genemark-tig00000112-abinit-gene-10.27-mRNA-1	BFRA_007885ia	tig00000112
add	genemark-tig00000112-abinit-gene-17.2-mRNA-1	BFRA_008069ia	tig00000112
add	genemark-tig00000112-abinit-gene-2.25-mRNA-1	BFRA_007637ia	tig00000112
add	genemark-tig00000112-abinit-gene-3.10-mRNA-1	BFRA_007676ia	tig00000112
add	genemark-tig00000112-abinit-gene-3.11-mRNA-1	BFRA_007676ib	tig00000112
add	genemark-tig00000112-abinit-gene-4.11-mRNA-1	BFRA_007696ia	tig00000112
add	genemark-tig00000112-abinit-gene-4.12-mRNA-1	BFRA_007696ib	tig00000112
add	genemark-tig00000186-abinit-gene-9.17-mRNA-1	BFRA_010322ia	tig00000186
add	genemark-tig00000186-abinit-gene-9.18-mRNA-1	BFRA_010322ib	tig00000186
add	genemark-tig00000223-abinit-gene-3.28-mRNA-1	BFRA_010843ia	tig00000223
add	genemark-tig00000225-abinit-gene-1.20-mRNA-1	BFRA_011102ia	tig00000225
add	genemark-tig00000225-abinit-gene-1.21-mRNA-1	BFRA_011102ib	tig00000225
add	genemark-tig00000225-abinit-gene-1.33-mRNA-1	BFRA_011122ia	tig00000225
add	genemark-tig00000251-abinit-gene-0.11-mRNA-1	BFRA_011597ia	tig00000251
add	genemark-tig00000255-abinit-gene-3.6-mRNA-1	BFRA_011889ia	tig00000255
add	genemark-tig00000255-abinit-gene-4.5-mRNA-1	BFRA_011905ia	tig00000255
add	genemark-tig00000795-abinit-gene-16.29-mRNA-1	BFRA_007439ia	tig00000795
add	genemark-tig00000795-abinit-gene-9.19-mRNA-1	BFRA_007209ia	tig00000795
add	snap_masked-tig00000112-abinit-gene-7.70-mRNA-1	BFRA_007794ia	tig00000112
add	snap_masked-tig00000161-abinit-gene-7.66-mRNA-1	BFRA_009398ia	tig00000161
add	snap_masked-tig00000186-abinit-gene-8.68-mRNA-1	BFRA_010295ia	tig00000186
add	snap_masked-tig00000050-abinit-gene-3.57-mRNA-1	BFRA_004121oa	tig00000050
add	augustus_masked-tig00000000-abinit-gene-5.51-mRNA-1	BFRA_006383oa	tig00000000
add	augustus_masked-tig00000001-abinit-gene-32.44-mRNA-1	BFRA_000989oa	tig00000001
add	augustus_masked-tig00000006-abinit-gene-21.52-mRNA-1	BFRA_001838oa	tig00000006
add	augustus_masked-tig00000006-abinit-gene-31.57-mRNA-1	BFRA_002147oa	tig00000006
add	genemark-tig00000006-abinit-gene-31.28-mRNA-1	BFRA_002147ob	tig00000006
add	augustus_masked-tig00000006-abinit-gene-8.63-mRNA-1	BFRA_001444oa	tig00000006
add	augustus_masked-tig00000012-abinit-gene-18.50-mRNA-1	BFRA_002783oa	tig00000012
add	augustus_masked-tig00000012-abinit-gene-20.70-mRNA-1	BFRA_002861oa	tig00000012
add	augustus_masked-tig00000045-abinit-gene-17.46-mRNA-1	BFRA_003720oa	tig00000045
add	augustus_masked-tig00000045-abinit-gene-20.39-mRNA-1	BFRA_003822oa	tig00000045
add	augustus_masked-tig00000045-abinit-gene-22.32-mRNA-1	BFRA_003878oa	tig00000045
add	augustus_masked-tig00000045-abinit-gene-7.43-mRNA-1	BFRA_003441oa	tig00000045
add	augustus_masked-tig00000045-abinit-gene-7.57-mRNA-1	BFRA_003442oa	tig00000045
add	augustus_masked-tig00000050-abinit-gene-8.47-mRNA-1	BFRA_004286oa	tig00000050
add	augustus_masked-tig00000101-abinit-gene-1.33-mRNA-1	BFRA_008655oa	tig00000101
add	augustus_masked-tig00000225-abinit-gene-4.47-mRNA-1	BFRA_011185oa	tig00000225
add	augustus_masked-tig00000225-abinit-gene-5.50-mRNA-1	BFRA_011220oa	tig00000225
add	augustus_masked-tig00000255-abinit-gene-5.41-mRNA-1	BFRA_011946oa	tig00000255
add	augustus_masked-tig00000260-abinit-gene-3.36-mRNA-1	BFRA_012109oa	tig00000260
add	augustus_masked-tig00000260-abinit-gene-5.39-mRNA-1	BFRA_012149oa	tig00000260
add	augustus_masked-tig00000795-abinit-gene-6.58-mRNA-1	BFRA_007104oa	tig00000795
add	augustus_masked-tig00000795-abinit-gene-6.59-mRNA-1	BFRA_007104ob	tig00000795
add	augustus_masked-tig00000795-abinit-gene-7.49-mRNA-1	BFRA_007145oa	tig00000795
add	augustus_masked-tig00000797-abinit-gene-9.64-mRNA-1	BFRA_010679oa	tig00000797
add	genemark-tig00000045-abinit-gene-22.23-mRNA-1	BFRA_003882oa	tig00000045
add	genemark-tig00000050-abinit-gene-4.4-mRNA-1	BFRA_004148oa	tig00000050
add	genemark-tig00000075-abinit-gene-15.7-mRNA-1	BFRA_005973oa	tig00000075
add	genemark-tig00000795-abinit-gene-6.29-mRNA-1	BFRA_007114oa	tig00000795
add	genemark-tig00000795-abinit-gene-6.30-mRNA-1	BFRA_007115oa	tig00000795
add	augustus_masked-tig00000795-abinit-gene-6.48-mRNA-1	BFRA_007115ob	tig00000795
add	genemark-tig00000795-abinit-gene-7.26-mRNA-1	BFRA_007144oa	tig00000795
add	genemark-tig00000000-abinit-gene-13.7-mRNA-1	BFRA_006638oa	tig00000000
add	snap_masked-tig00000223-abinit-gene-1.75-mRNA-1	BFRA_010777oa	tig00000223
